wall_thickness,draft_angle,corner_radius,aspect_ratio,undercut_present,wall_uniformity,material,risk_score,failure
0.501,0.987,1.346,7.273,1,0.656,PC,100.0,1
4.778,1.065,0.608,2.665,1,0.434,ABS,57.47,1
1.846,0.931,0.514,4.579,0,0.65,PC,35.75,0
2.903,0.481,0.705,3.435,0,0.44,TPU,37.3,0
5.434,0.924,0.942,2.215,0,0.437,PP,56.5,1
4.146,0.602,0.978,4.933,0,0.654,PC,51.58,1
1.586,2.02,1.354,5.056,1,0.691,PC,47.04,1
4.495,0.539,1.021,4.492,1,0.519,Nylon,58.06,1
5.751,0.957,0.298,1.487,0,0.708,PP,61.65,1
4.821,1.268,1.593,6.703,0,0.671,ABS,31.2,0
1.913,0.329,0.761,2.749,1,0.72,Nylon,56.4,1
0.774,1.745,0.303,1.644,1,0.613,PC,96.2,1
1.038,0.466,0.895,15.0,1,0.41,ABS,100.0,1
0.597,0.865,1.046,4.541,0,0.624,Nylon,45.95,1
4.183,1.808,0.371,5.477,1,0.43,PC,74.39,1
1.844,1.005,1.001,4.133,0,0.889,Nylon,0.0,0
2.26,0.593,1.408,4.867,0,0.572,PC,33.59,0
1.346,0.622,1.179,2.162,1,0.756,Nylon,35.54,0
3.726,0.728,1.356,2.815,0,0.666,Nylon,30.96,0
2.487,0.984,1.354,3.708,1,0.799,PC,54.98,1
2.492,2.25,1.342,10.823,1,0.624,ABS,61.64,1
2.06,0.261,1.004,6.381,0,0.659,Nylon,33.55,0
2.154,0.001,0.61,5.53,0,0.383,Nylon,35.59,0
0.883,0.451,1.376,4.62,0,0.282,TPU,75.35,1
2.049,2.183,1.225,5.273,0,0.519,PC,4.15,0
0.5,0.0,0.691,9.145,0,0.827,TPU,66.38,1
4.534,1.677,1.062,9.601,1,0.631,PC,63.5,1
4.749,1.51,1.099,9.071,0,0.567,PP,0.0,0
1.992,0.915,1.227,7.026,1,0.539,PC,57.41,1
0.5,0.638,0.421,2.175,0,0.709,TPU,55.76,1
2.207,0.998,1.152,2.46,0,0.502,ABS,14.51,0
1.03,1.737,0.718,2.28,1,0.768,ABS,70.71,1
3.131,1.922,0.807,3.825,0,0.99,PP,0.0,0
1.182,1.039,0.474,5.275,1,0.941,TPU,42.56,0
0.558,1.538,0.887,5.535,0,0.694,TPU,49.32,1
1.257,2.119,0.479,2.599,0,0.788,PP,51.41,1
0.5,2.69,0.574,3.229,1,0.863,PC,66.65,1
0.969,0.743,1.536,10.878,0,0.7,TPU,71.2,1
3.343,2.077,1.063,15.0,0,0.77,PP,23.52,0
0.674,1.291,0.691,1.656,0,0.625,Nylon,48.96,1
0.971,1.536,0.588,12.628,0,0.84,ABS,59.63,1
0.876,0.795,0.954,1.76,0,0.552,ABS,77.17,1
1.777,0.237,0.639,2.724,0,0.85,Nylon,26.05,0
4.094,1.647,1.484,5.751,1,0.386,Nylon,64.85,1
0.888,0.683,0.838,5.827,1,0.43,PC,100.0,1
1.154,1.058,0.166,14.999,1,0.682,Nylon,100.0,1
1.468,1.705,0.981,9.683,0,0.869,Nylon,0.02,0
1.074,2.63,0.416,2.317,0,0.703,PP,51.28,1
1.527,2.245,1.213,3.646,0,0.615,ABS,9.87,0
3.842,0.004,1.183,2.529,1,0.826,Nylon,74.56,1
2.685,0.98,0.81,4.37,1,0.719,ABS,57.93,1
3.311,2.281,0.452,4.888,1,0.828,PP,48.88,1
2.478,1.537,0.427,10.041,0,0.472,PC,51.97,1
2.848,0.861,0.611,3.889,1,0.638,TPU,47.81,1
4.087,0.274,0.284,14.996,0,0.558,PC,86.94,1
1.708,1.724,0.523,4.564,0,0.556,ABS,5.79,0
0.921,2.173,1.44,6.099,0,0.734,PC,34.46,0
0.845,1.078,0.987,4.135,0,0.623,PP,74.7,1
2.59,1.368,0.265,6.045,1,0.59,PP,80.39,1
4.633,0.921,0.697,4.014,0,0.681,ABS,58.01,1
1.249,0.691,1.229,12.802,0,0.687,PC,58.7,1
2.041,1.796,1.255,1.718,0,0.82,PC,0.0,0
3.97,1.624,0.758,3.9,1,0.657,PC,56.38,1
0.981,2.021,0.904,3.136,0,0.507,PC,51.87,1
1.777,1.378,0.138,3.0,1,0.927,PP,69.75,1
1.031,1.257,1.201,5.246,1,0.876,PP,91.72,1
4.739,1.157,0.227,6.228,0,0.639,PP,53.87,1
0.962,1.017,0.733,3.376,1,0.59,ABS,85.08,1
1.756,2.141,0.829,4.424,0,0.831,PC,2.5,0
2.874,0.414,0.821,5.094,0,0.599,TPU,32.72,0
4.468,1.567,0.629,4.096,1,0.688,ABS,64.94,1
4.864,2.14,0.618,6.05,1,0.748,ABS,52.5,1
3.531,1.893,0.989,7.81,0,0.776,Nylon,20.2,0
3.292,2.431,1.55,12.353,1,0.844,ABS,51.76,1
0.802,1.641,0.186,3.372,0,0.842,TPU,56.6,1
0.921,1.672,0.572,7.456,1,0.529,PP,78.47,1
1.329,0.582,0.926,7.799,0,0.703,Nylon,1.92,0
0.513,2.115,0.456,9.482,0,0.698,PC,63.26,1
5.249,1.935,0.434,14.981,0,0.42,ABS,67.75,1
4.069,1.217,1.509,5.346,1,0.807,Nylon,52.7,1
0.507,0.972,1.18,5.91,1,0.311,PC,100.0,1
3.816,2.104,0.577,3.183,1,0.757,ABS,31.34,0
4.181,1.598,0.474,4.968,0,0.637,PC,45.44,1
1.376,1.222,0.575,4.392,1,0.64,Nylon,42.09,0
0.506,0.39,0.165,2.625,1,0.825,PC,100.0,1
2.053,1.745,0.63,5.033,0,0.972,PC,5.79,0
0.971,0.521,0.938,11.481,0,0.687,TPU,73.9,1
6.0,2.083,0.59,2.178,0,0.62,TPU,3.15,0
1.733,0.537,0.29,1.815,0,0.389,PC,54.41,1
4.387,0.933,1.141,2.513,0,0.471,ABS,53.7,1
1.008,1.65,1.587,8.383,1,0.756,PP,67.76,1
3.005,1.181,1.063,3.235,0,0.783,ABS,2.55,0
2.22,2.184,0.486,5.917,0,0.818,ABS,18.09,0
3.686,0.495,0.851,9.622,0,0.565,Nylon,51.34,1
0.711,1.441,0.785,4.832,1,0.341,Nylon,80.43,1
0.779,1.671,1.509,2.904,0,0.583,PP,46.69,1
0.963,2.385,0.341,4.157,0,0.926,PP,52.14,1
1.072,0.673,0.428,5.229,1,0.851,PP,100.0,1
1.074,1.252,1.514,6.686,1,0.778,ABS,66.73,1
0.669,1.434,0.956,7.497,0,0.747,PP,75.63,1
2.126,0.446,1.043,4.209,0,0.624,PC,29.47,0
1.208,1.657,1.043,1.907,0,0.675,Nylon,12.92,0
5.971,1.233,0.408,11.748,1,0.948,TPU,62.76,1
4.486,1.384,0.733,6.282,1,0.402,ABS,61.48,1
2.61,1.307,0.766,3.467,0,0.717,TPU,0.0,0
3.422,1.345,1.18,2.629,1,0.692,PP,65.43,1
1.05,0.534,0.472,4.32,1,0.721,Nylon,88.3,1
1.46,0.711,0.941,4.517,1,0.54,ABS,100.0,1
2.576,0.973,0.853,4.691,1,0.665,PC,50.37,1
1.2,2.105,0.44,3.909,0,0.666,PP,65.87,1
2.959,0.561,0.899,2.055,1,0.531,TPU,43.86,0
1.807,1.11,0.767,2.779,0,0.695,ABS,11.07,0
5.992,1.225,0.924,2.566,0,0.774,TPU,0.09,0
2.945,2.551,0.658,7.265,0,0.343,PP,8.61,0
2.618,1.314,1.24,6.928,0,0.696,ABS,10.21,0
1.393,0.945,1.099,2.094,0,0.637,PP,80.8,1
2.536,0.319,0.658,2.216,1,0.57,ABS,60.89,1
5.073,2.091,1.445,2.824,0,0.582,PP,21.62,0
2.796,2.609,1.196,1.876,0,0.587,PP,8.18,0
4.668,1.765,1.571,3.586,0,0.77,ABS,22.36,0
1.009,1.801,0.968,5.201,1,0.764,PP,70.0,1
4.771,2.205,0.714,4.803,0,0.933,PP,4.33,0
5.578,1.281,1.137,2.303,1,0.412,PP,85.05,1
4.81,1.955,1.658,6.042,0,0.265,ABS,26.24,0
1.253,1.248,0.398,3.167,1,0.678,PP,100.0,1
4.152,0.003,0.582,2.28,0,0.347,Nylon,49.37,1
2.224,1.456,0.954,3.515,1,0.614,Nylon,35.91,0
1.144,1.109,1.04,2.329,1,0.71,PC,28.94,0
2.951,1.995,0.627,5.189,0,0.739,PP,0.0,0
2.946,0.47,1.059,2.775,1,0.589,ABS,68.32,1
1.202,0.045,0.321,14.999,1,0.517,Nylon,100.0,1
2.784,0.573,1.374,5.697,1,0.787,PC,61.61,1
2.861,1.747,1.03,2.533,0,0.561,ABS,13.86,0
3.15,2.54,0.221,6.408,0,0.395,ABS,24.68,0
0.941,1.486,0.812,5.239,0,0.877,ABS,45.78,1
0.929,1.733,1.338,4.598,0,0.704,PP,37.63,0
2.959,1.604,0.446,4.125,1,0.461,ABS,57.07,1
4.219,0.59,0.351,11.965,0,0.731,Nylon,49.83,1
0.661,1.575,1.033,7.192,0,0.779,Nylon,37.75,0
5.895,1.449,0.94,6.296,0,0.975,PP,52.56,1
2.043,0.2,1.422,5.748,1,0.537,PC,59.72,1
5.485,2.28,1.364,1.594,0,0.73,PP,20.39,0
5.801,1.065,1.003,2.833,1,0.875,PP,80.66,1
1.601,2.02,0.599,2.165,0,0.416,PP,13.32,0
5.74,1.064,0.793,4.552,0,0.554,PP,56.15,1
2.684,0.502,0.961,6.011,1,0.688,ABS,63.04,1
4.627,2.182,0.689,1.437,0,0.874,ABS,14.5,0
2.502,0.517,1.389,7.999,1,0.806,PC,49.83,1
0.701,0.947,1.284,4.831,0,0.638,Nylon,51.08,1
1.352,1.799,1.613,14.379,1,0.809,ABS,88.34,1
6.0,0.003,0.53,2.37,0,0.498,TPU,33.65,0
0.559,2.019,1.109,1.929,0,0.688,PC,51.2,1
2.086,1.711,0.745,3.732,0,0.428,Nylon,7.35,0
5.042,2.852,0.678,10.53,0,0.696,PP,49.89,1
5.132,1.383,0.929,9.562,0,0.684,PP,53.08,1
2.354,1.772,0.383,14.66,1,0.918,PC,62.19,1
0.956,1.468,0.645,1.248,0,0.677,TPU,50.88,1
2.039,1.241,0.968,12.685,1,0.744,Nylon,47.44,1
4.854,1.498,0.948,7.166,0,0.823,PP,0.0,0
1.229,1.907,0.697,5.569,0,0.704,ABS,52.25,1
1.199,0.481,1.388,5.901,1,0.556,Nylon,100.0,1
2.27,1.785,0.313,2.277,0,0.672,PC,22.82,0
0.935,1.866,0.386,3.629,0,0.945,ABS,51.94,1
0.982,1.935,1.051,4.779,0,0.77,PC,40.37,0
3.158,1.151,1.317,1.777,0,0.322,TPU,3.23,0
0.934,1.008,0.895,3.74,0,0.421,Nylon,54.19,1
4.959,0.954,0.809,5.076,1,0.606,PP,59.91,1
1.377,2.271,0.561,2.308,0,0.746,PP,41.35,0
3.722,0.691,1.392,6.746,1,0.278,PC,86.26,1
0.92,0.357,0.645,10.667,0,0.689,ABS,94.47,1
5.998,0.0,0.451,2.312,0,0.472,TPU,51.97,1
0.5,1.166,1.259,4.971,0,0.868,TPU,34.31,0
3.443,2.024,0.725,9.056,1,0.724,PC,28.93,0
4.703,1.424,0.598,3.049,0,0.58,ABS,30.04,0
4.124,0.196,0.406,6.484,0,0.729,Nylon,55.03,1
2.311,1.346,0.653,2.884,1,0.881,PC,26.9,0
0.5,0.832,1.708,4.737,0,0.404,PC,73.45,1
1.198,0.338,0.997,4.349,0,0.828,ABS,56.84,1
4.44,0.492,1.258,2.791,0,0.669,ABS,47.79,1
5.909,1.956,1.056,5.934,1,0.794,PP,51.25,1
1.327,1.545,0.982,7.107,0,0.752,PC,0.13,0
0.533,2.121,1.223,2.841,0,0.733,PC,40.71,0
1.214,1.026,1.441,3.878,0,0.661,ABS,46.36,1
2.231,1.121,1.259,2.215,1,0.42,PC,38.56,0
3.828,0.441,1.012,5.047,1,0.711,ABS,53.45,1
3.034,1.562,0.76,4.316,1,0.757,PP,27.44,0
0.823,1.203,0.348,2.042,1,0.538,Nylon,93.69,1
3.484,0.0,0.723,4.961,0,0.735,Nylon,44.24,0
3.093,2.39,0.62,2.409,1,0.793,PP,33.73,0
2.322,0.0,1.37,3.2,0,0.782,Nylon,23.19,0
3.287,1.575,0.682,2.317,0,0.598,PP,13.69,0
2.364,0.619,1.336,4.9,0,0.745,PC,28.31,0
0.978,0.028,0.978,2.847,1,0.736,TPU,93.3,1
4.152,1.403,0.656,8.607,1,0.668,Nylon,64.01,1
4.341,1.689,0.707,1.0,1,0.785,PC,51.87,1
2.692,0.01,0.447,3.456,0,0.685,Nylon,53.66,1
0.964,1.445,0.592,6.741,1,0.641,Nylon,85.71,1
2.35,0.385,0.585,7.545,0,0.609,Nylon,30.63,0
3.302,1.628,0.941,15.0,0,0.819,PC,14.66,0
2.368,1.515,0.442,3.152,0,0.646,Nylon,18.69,0
4.07,0.211,1.343,4.908,0,0.574,Nylon,58.34,1
4.054,1.96,0.91,12.889,0,0.645,PC,52.81,1
2.27,1.04,0.645,7.417,1,0.855,Nylon,32.77,0
1.122,1.945,1.337,11.299,0,0.808,ABS,56.3,1
0.5,2.112,0.295,6.717,0,0.905,TPU,57.34,1
3.943,0.895,0.901,5.667,0,0.51,ABS,33.87,0
1.761,1.156,0.853,10.036,1,0.504,ABS,53.1,1
1.145,1.004,0.431,4.523,1,0.588,PP,100.0,1
1.977,1.64,0.876,5.186,0,0.636,ABS,14.53,0
3.584,2.258,0.644,3.121,1,0.601,PP,48.83,1
1.077,2.171,1.135,5.914,1,0.911,ABS,77.47,1
2.546,0.592,1.033,2.848,0,0.498,Nylon,13.88,0
3.158,1.55,0.617,3.296,0,0.49,TPU,17.98,0
0.967,1.42,1.378,2.926,0,0.655,TPU,50.32,1
4.256,0.795,0.832,3.457,0,0.49,Nylon,24.88,0
2.765,1.668,1.127,2.333,1,0.714,ABS,26.09,0
0.585,0.221,0.946,6.542,0,0.729,TPU,59.08,1
4.844,1.3,0.91,1.772,1,0.783,PP,59.29,1
3.903,1.519,0.921,4.555,1,0.663,Nylon,64.02,1
1.067,2.002,0.558,2.225,0,0.582,PP,48.09,1
0.501,1.191,1.149,5.255,1,0.95,PC,65.02,1
6.0,0.972,0.763,10.749,0,0.758,PP,60.39,1
2.699,1.123,0.372,2.185,0,0.392,ABS,25.29,0
2.303,0.888,0.927,4.618,1,0.668,PC,60.25,1
5.815,1.21,0.359,1.884,1,0.778,TPU,41.93,0
1.766,0.623,1.082,5.722,1,0.734,ABS,48.8,1
6.0,0.503,0.365,3.046,1,0.892,TPU,47.72,1
1.351,1.75,0.301,1.719,0,0.708,PP,55.3,1
1.383,0.51,0.474,5.383,1,0.772,Nylon,45.29,1
5.878,1.386,1.299,3.379,0,0.675,PP,48.53,1
3.11,1.361,0.385,7.227,1,0.743,ABS,41.4,0
2.115,1.235,1.681,3.47,1,0.559,PC,49.07,1
0.993,1.072,1.581,6.804,1,0.59,ABS,84.62,1
1.318,1.136,1.285,10.825,0,0.756,PP,81.88,1
2.993,1.628,0.472,3.297,0,0.631,PP,26.68,0
3.978,2.003,1.287,3.16,0,0.883,ABS,0.0,0
5.81,1.275,0.731,3.014,0,0.769,TPU,6.77,0
0.744,1.75,1.733,3.309,0,0.394,Nylon,49.4,1
2.854,0.368,1.05,3.617,1,0.799,ABS,56.22,1
1.237,1.124,0.643,4.408,0,0.477,ABS,48.03,1
0.508,1.098,0.556,2.729,0,0.707,PC,34.28,0
2.403,2.235,1.237,10.571,1,0.628,PC,66.59,1
0.502,1.024,0.791,3.764,0,0.685,PC,46.23,1
2.846,0.517,0.786,1.438,0,0.578,ABS,39.39,0
1.283,0.439,1.178,2.459,1,0.87,TPU,52.61,1
1.032,1.815,0.398,2.374,1,0.866,PP,89.28,1
4.474,0.376,0.408,5.988,1,0.442,PC,99.43,1
4.132,0.732,1.064,3.536,0,0.611,ABS,57.85,1
4.336,0.73,0.992,3.608,0,0.801,ABS,41.18,0
3.071,1.066,0.824,2.403,0,0.633,ABS,15.27,0
4.798,1.161,1.334,5.89,1,0.689,PP,64.67,1
3.124,0.909,1.404,7.179,1,0.383,TPU,39.9,0
2.338,2.094,0.648,10.065,0,0.781,PC,16.99,0
0.781,2.101,0.961,5.209,0,0.93,PP,36.13,0
1.859,0.206,0.431,9.866,0,0.512,PC,51.35,1
3.193,0.016,1.16,3.118,1,0.736,TPU,55.59,1
3.286,0.465,0.514,4.111,1,0.569,Nylon,54.41,1
1.607,2.074,0.714,2.756,0,0.805,PP,0.0,0
0.801,0.553,0.843,7.125,0,0.828,Nylon,50.23,1
3.021,1.0,0.775,8.725,1,0.526,PP,56.26,1
6.0,1.424,0.93,6.096,0,0.759,TPU,0.0,0
2.191,1.702,0.713,2.765,1,0.826,PC,29.4,0
0.5,1.7,0.405,3.392,1,0.734,TPU,83.43,1
0.512,1.384,0.442,2.558,0,0.415,TPU,60.65,1
1.425,0.985,1.115,2.095,0,0.857,ABS,64.25,1
0.5,1.766,0.856,5.042,1,0.565,PC,80.37,1
2.8,2.226,0.64,14.987,1,0.621,PP,62.69,1
2.52,1.076,0.204,5.931,0,0.787,ABS,14.4,0
3.382,1.693,0.281,3.796,0,0.786,PP,15.83,0
3.649,2.068,1.315,4.205,0,0.773,TPU,5.71,0
3.062,2.306,0.931,4.069,1,0.608,PP,43.57,0
2.26,0.778,1.068,7.571,0,0.871,Nylon,0.0,0
1.1,0.337,1.006,5.257,0,0.742,Nylon,64.57,1
4.441,0.523,0.183,6.928,0,0.87,PC,56.55,1
1.571,2.468,1.295,3.249,1,0.282,PC,37.9,0
5.992,1.023,1.11,3.052,0,0.496,PP,53.64,1
3.676,1.794,1.044,11.676,0,0.694,PC,52.79,1
2.576,2.071,1.215,2.74,0,0.327,PP,11.89,0
1.143,1.688,1.212,5.278,1,0.49,PC,33.78,0
1.216,0.091,0.377,4.028,0,0.511,ABS,88.69,1
5.991,0.476,1.116,3.543,1,0.525,TPU,69.12,1
4.222,2.152,1.098,3.64,1,0.885,ABS,46.55,1
2.521,0.867,0.924,6.667,0,0.46,ABS,37.27,0
0.681,1.143,0.912,4.484,0,0.551,TPU,49.74,1
4.767,2.042,1.576,11.364,1,0.391,PP,72.37,1
1.482,0.553,1.276,4.329,0,0.473,ABS,69.66,1
2.16,0.001,0.323,8.546,1,0.443,Nylon,83.0,1
2.648,1.906,1.552,2.074,0,0.582,TPU,9.43,0
3.222,1.295,1.471,7.176,0,0.33,TPU,13.21,0
3.994,1.197,0.213,4.005,1,0.658,PC,69.8,1
3.199,2.913,0.192,5.149,0,0.582,PP,19.6,0
0.85,0.633,0.926,5.557,0,0.533,ABS,68.19,1
0.717,1.969,1.742,4.613,1,0.638,ABS,72.48,1
3.448,1.326,0.875,1.364,1,0.418,TPU,41.25,0
1.254,1.621,0.432,1.993,0,0.833,ABS,50.48,1
3.069,1.045,0.813,3.991,0,0.639,ABS,11.02,0
1.258,1.214,0.644,3.786,0,0.638,ABS,49.64,1
5.598,1.986,0.917,3.92,0,0.847,PP,12.86,0
5.617,1.461,0.648,7.097,0,0.715,PP,48.91,1
3.043,2.297,1.423,2.292,0,0.837,PP,0.85,0
2.152,1.937,1.22,6.525,0,0.828,Nylon,0.0,0
0.5,1.415,1.155,3.259,1,0.533,PC,77.34,1
5.628,2.29,0.332,5.467,0,0.672,PP,41.8,0
2.533,1.847,1.415,3.109,0,0.663,ABS,12.84,0
5.755,1.468,0.791,5.969,1,0.717,TPU,26.88,0
3.447,1.227,0.569,5.953,0,0.708,TPU,0.48,0
1.361,1.625,1.309,4.005,0,0.472,PP,58.18,1
5.759,0.004,0.351,5.11,0,0.805,TPU,35.95,0
2.217,1.061,0.558,2.174,1,0.687,PC,42.04,0
3.535,1.036,1.145,5.956,1,0.827,PP,55.45,1
2.291,1.632,0.737,2.996,1,0.948,ABS,31.11,0
1.149,1.698,0.445,6.026,0,0.796,PP,59.22,1
0.798,1.743,0.845,2.12,1,0.588,PC,78.99,1
1.513,1.918,0.708,5.501,0,0.449,ABS,5.95,0
2.083,0.873,1.353,2.524,1,0.35,PC,61.16,1
1.206,2.272,0.442,2.661,0,0.713,PC,18.94,0
2.907,0.0,1.53,3.052,1,0.661,TPU,64.26,1
6.0,0.099,0.769,3.29,0,0.891,TPU,20.18,0
1.088,2.064,0.543,4.149,0,0.881,PP,36.12,0
2.717,2.278,1.908,4.372,1,0.714,ABS,27.72,0
5.895,0.898,0.87,7.433,1,0.478,TPU,39.46,0
5.717,1.404,0.295,7.809,0,0.654,PP,72.76,1
3.868,1.596,0.663,3.411,0,0.805,ABS,1.37,0
4.25,0.378,1.147,2.298,0,0.878,ABS,49.8,1
0.544,1.37,1.034,2.117,1,0.698,Nylon,66.63,1
2.12,1.844,0.22,5.575,1,0.356,PC,57.24,1
3.603,1.393,0.655,3.892,0,0.876,PP,23.76,0
5.419,2.259,0.425,3.0,1,0.879,PP,61.75,1
3.601,0.646,0.361,8.526,1,0.712,PC,89.82,1
1.33,0.428,0.917,9.081,1,0.712,Nylon,58.36,1
0.886,2.605,1.477,5.517,1,0.591,PP,75.73,1
3.691,2.229,0.998,2.613,1,0.713,PP,22.13,0
3.687,2.209,0.681,2.628,0,0.668,PP,11.1,0
5.177,1.082,1.247,7.071,0,0.775,ABS,21.53,0
3.266,1.197,1.42,5.259,0,0.684,PP,32.69,0
5.992,1.421,0.494,4.274,1,0.375,TPU,57.51,1
3.214,0.663,0.632,2.562,1,0.799,PP,54.41,1
1.17,0.194,1.053,2.387,0,0.591,TPU,32.38,0
3.075,1.873,0.4,13.086,0,0.469,PP,36.97,0
4.859,1.047,0.778,4.635,1,0.537,PP,67.23,1
1.373,1.959,1.003,2.877,0,0.665,PP,50.85,1
0.937,1.427,0.197,4.483,0,0.55,ABS,62.04,1
3.143,0.286,1.289,1.639,1,0.773,TPU,54.44,1
2.86,2.207,0.662,3.31,1,0.933,PP,29.63,0
1.512,0.648,0.796,9.891,0,0.716,ABS,27.16,0
2.751,0.84,1.098,5.825,1,0.666,PP,66.21,1
5.469,2.539,1.685,10.552,0,0.615,PP,50.18,1
2.729,1.981,0.989,8.909,0,0.832,PC,0.14,0
1.326,1.896,0.413,8.266,1,0.867,PP,81.61,1
0.564,1.375,0.94,11.236,0,0.633,PC,78.94,1
0.659,0.665,0.593,7.328,0,0.633,TPU,47.09,1
0.504,2.106,0.894,5.875,1,0.589,PC,79.26,1
0.687,1.504,1.056,8.258,1,0.686,PP,82.19,1
4.908,1.437,1.393,2.647,0,0.752,PP,25.17,0
2.491,1.711,0.696,2.756,0,0.864,ABS,0.0,0
1.211,0.528,1.207,3.908,0,0.817,PC,31.41,0
1.354,2.512,0.541,4.099,0,0.421,PP,46.66,1
4.59,0.683,0.923,9.255,0,0.875,ABS,51.64,1
0.635,2.126,0.557,5.434,1,0.834,PP,72.81,1
3.373,0.728,1.239,1.953,1,0.681,PC,66.18,1
4.442,2.124,1.151,1.339,0,0.792,ABS,15.49,0
1.248,2.043,0.506,5.293,0,0.76,PC,12.82,0
3.437,1.85,0.392,3.121,1,0.385,Nylon,53.54,1
0.5,1.047,0.304,2.733,1,0.638,PC,91.14,1
2.754,2.409,0.865,8.033,0,0.771,PP,0.0,0
1.434,1.724,0.651,3.423,0,0.477,ABS,45.95,1
1.848,0.913,0.516,14.992,0,0.492,PC,59.45,1
1.075,2.242,1.083,3.851,1,0.834,PP,71.68,1
2.119,0.64,0.544,1.633,1,0.716,PC,52.63,1
1.041,1.063,0.505,5.612,0,0.916,PP,63.82,1
2.402,1.309,1.092,3.792,0,0.941,ABS,0.0,0
5.232,0.824,0.818,10.793,0,0.836,PP,64.83,1
4.26,1.385,0.8,8.239,0,0.467,Nylon,30.63,0
3.057,0.554,0.964,3.378,1,0.38,ABS,62.02,1
1.204,0.663,0.678,6.505,0,0.702,ABS,62.59,1
5.763,2.091,1.255,2.292,1,0.497,PP,55.67,1
3.368,1.624,0.629,1.802,1,0.372,Nylon,39.21,0
3.441,1.861,0.476,2.027,1,0.903,PP,50.32,1
3.983,0.35,0.996,8.087,1,0.737,ABS,53.88,1
1.885,0.47,1.157,5.955,1,0.626,ABS,62.83,1
1.708,0.544,1.265,9.598,0,0.706,ABS,30.41,0
1.498,2.235,0.302,9.592,0,0.63,PP,69.51,1
2.678,1.331,0.26,4.729,1,0.556,Nylon,54.88,1
0.881,1.946,0.519,4.776,0,0.649,PC,49.6,1
5.34,2.12,0.369,2.207,1,0.544,PP,72.38,1
0.675,1.712,0.467,2.627,0,0.529,PP,62.18,1
5.811,1.01,0.679,5.344,1,0.435,TPU,48.29,1
3.215,1.537,0.633,7.273,0,0.574,PP,16.58,0
6.0,0.248,0.792,4.828,1,0.852,TPU,56.23,1
1.479,0.206,0.936,5.735,1,0.833,ABS,96.73,1
1.184,1.585,0.705,5.223,0,0.67,PP,43.69,0
2.777,1.481,1.17,6.569,1,0.787,PP,56.02,1
0.62,1.412,1.106,1.959,0,0.586,PP,72.55,1
3.87,0.672,0.798,3.319,1,0.549,PC,83.53,1
4.074,1.079,0.878,4.933,1,0.823,PC,60.84,1
3.566,0.021,1.277,3.736,0,0.708,Nylon,45.25,1
4.712,0.338,0.368,3.775,1,0.687,ABS,100.0,1
0.844,0.908,0.578,5.922,0,0.713,ABS,69.13,1
2.46,1.767,1.158,2.583,1,0.628,Nylon,45.79,1
2.652,1.461,0.646,9.155,1,0.859,TPU,29.41,0
2.791,0.775,0.644,4.647,0,0.567,ABS,32.94,0
4.159,1.111,1.562,7.614,0,0.599,PC,33.33,0
1.554,0.942,0.372,11.629,1,0.921,PP,87.26,1
2.62,0.735,1.013,2.842,1,0.481,ABS,64.45,1
3.75,1.628,0.467,4.786,0,0.637,ABS,27.09,0
1.653,1.725,1.186,5.283,0,0.782,PP,4.44,0
4.728,0.482,0.201,6.196,0,0.687,ABS,67.19,1
1.125,0.594,1.068,3.781,0,0.613,Nylon,48.01,1
2.299,1.597,1.179,3.519,0,0.574,ABS,6.59,0
2.74,0.293,1.141,7.322,0,0.671,ABS,36.96,0
0.797,0.99,1.232,3.725,0,0.827,PP,67.66,1
3.982,1.015,0.444,2.237,0,0.319,PC,37.01,0
1.318,0.916,0.342,6.171,0,0.773,PP,80.08,1
1.823,1.687,0.961,13.089,1,0.83,PC,47.08,1
1.198,0.944,1.414,5.424,1,0.608,ABS,100.0,1
5.546,2.436,1.495,4.949,1,0.494,PP,64.45,1
2.446,1.146,0.767,14.039,1,0.639,PC,54.31,1
0.775,1.056,0.624,12.681,0,0.805,ABS,61.85,1
0.901,1.655,1.577,13.232,0,0.55,PC,67.95,1
2.093,0.85,1.484,3.621,1,0.841,PC,51.88,1
0.502,1.505,0.586,1.65,0,0.695,Nylon,56.69,1
2.618,0.0,0.454,5.916,0,0.377,TPU,49.69,1
1.07,1.654,1.494,2.174,0,0.868,PP,45.99,1
0.96,1.253,1.128,2.329,1,0.673,TPU,80.56,1
2.245,0.949,0.604,2.882,0,0.474,Nylon,12.55,0
2.661,1.375,0.841,1.07,1,0.447,ABS,41.15,0
0.947,1.333,0.685,3.742,1,0.861,TPU,66.74,1
3.798,2.111,0.367,4.043,1,0.695,PC,69.72,1
2.524,0.52,0.956,2.526,1,0.836,ABS,45.3,1
3.332,1.628,1.6,2.892,0,0.816,PP,2.6,0
3.325,1.226,0.463,3.486,1,0.506,TPU,52.22,1
1.814,1.143,0.401,6.413,1,0.824,PC,48.0,1
0.522,1.48,0.342,7.239,0,0.902,Nylon,52.19,1
0.682,1.987,0.437,2.608,0,0.861,ABS,51.3,1
2.21,2.03,0.907,8.266,0,0.426,PC,9.52,0
2.117,1.906,1.071,3.668,0,0.656,ABS,10.32,0
2.531,0.425,0.906,2.35,1,0.643,Nylon,65.4,1
1.411,2.05,1.105,8.827,1,0.597,PP,79.81,1
1.542,1.938,0.809,3.049,1,0.822,PP,30.72,0
1.117,1.02,1.217,5.902,1,0.798,PC,22.65,0
